	name	predict
341	газ (8 трк)                    44.839962 x 21.12	НЕ Сигареты ROTHMANS
342	вес	НЕ Сигареты ROTHMANS
343	"пп: хлеб/и3д. хлeб ""tостobый"" в/с  ="	НЕ Сигареты ROTHMANS
344	лимонад виват апельсин/фейхоа1,5л пэт	НЕ Сигареты ROTHMANS
345	кресло раскладное (пенза) - бол	НЕ Сигареты ROTHMANS
346	вода detox 0.5 л	НЕ Сигареты ROTHMANS
347	"хлебцы ""ого"" кукурузные   75гр"	НЕ Сигареты ROTHMANS
348	23: 322-070. набор резинок для волос 4шт, 3см, п	НЕ Сигареты ROTHMANS
349	шок/батончик баунти 55г, шт	НЕ Сигареты ROTHMANS
350	"фpукtы: яблоки ""голдeh"" 1кг   ="	НЕ Сигареты ROTHMANS
351	лампа накаливания калашниково 60вт е27.	НЕ Сигареты ROTHMANS
352	200г конфеты бабаевск оригинал	НЕ Сигареты ROTHMANS
353	6. чипсы читос 85г. сметана лук (шт)	НЕ Сигареты ROTHMANS
354	педигри сух. корм д/собак 1кг (13кг в мешке) кг	НЕ Сигареты ROTHMANS
355	349877512, modis, джинсы	НЕ Сигареты ROTHMANS
356	"кисть плоская зубр ""аква-мастер"" ""кп-13"", искусственная щетина,"	НЕ Сигареты ROTHMANS
357	сигареты петр i особые черные 90.00	НЕ Сигареты ROTHMANS
358	мор-е кизк эскимо круглое в шок.70г	НЕ Сигареты ROTHMANS
359	хлеб курортный новый формовой 0,700 кг	НЕ Сигареты ROTHMANS
360	22. wella бальзам-ополаскиватель д/гладкости волос на целый день	НЕ Сигареты ROTHMANS
361	торт графские развалины 1кг	НЕ Сигареты ROTHMANS
362	20375 сигареты эссе супер слимс голд	НЕ Сигареты ROTHMANS
363	"напиток ""coca-cola"" 0,33л б/алк с/газ kрасноярск"	НЕ Сигареты ROTHMANS
364	декарис таб 50мг n2 уп кнт-яч пк  2 1	НЕ Сигареты ROTHMANS
365	розетка оп пг белая, 1м, 16а, ip54/bylectrica ра16-296	НЕ Сигареты ROTHMANS
366	сыр президент 200г в асс.	НЕ Сигареты ROTHMANS
367	375691088, lisa jane, пупс иришка в рюкзачке, 38 см	НЕ Сигареты ROTHMANS
368	пэт 0.5 л 4.000 x 6	НЕ Сигареты ROTHMANS
369	закаточная машинка автомат п3б-8 гkиров 1шт	НЕ Сигареты ROTHMANS
370	1. презервативы in time классик №12	НЕ Сигареты ROTHMANS
371	пенал 2отд/д дрифткар по-629	НЕ Сигареты ROTHMANS
372	кабачки с томатами запеченные	НЕ Сигареты ROTHMANS
373	245440277, shened, платье белла	НЕ Сигареты ROTHMANS
374	пиво козел велкопоповицкий светлое 0,5л.(шт)	НЕ Сигареты ROTHMANS
375	4.пустырника экстракт табл. 14мг. №50	НЕ Сигареты ROTHMANS
376	умница каша мол. 200гр овсяная	НЕ Сигареты ROTHMANS
377	babyline шампунь для младенцев 250 мл	НЕ Сигареты ROTHMANS
378	"пивной напиток ""zatecky gus gerny"" 0,48л. ст."	НЕ Сигареты ROTHMANS
379	сигареты собрание супер слимс пинк	НЕ Сигареты ROTHMANS
380	"водка особая ""зимняяя деревенька кедровая на солодовом спирте ""альфа""  , 40% , 0,5л бут, ооо лвз ""саранский"", россия"	НЕ Сигареты ROTHMANS
381	аренда/22.08.2018 11:34:40/5b7d20200940e61100327420	НЕ Сигареты ROTHMANS
382	"316695484, karikids, конструктор tank battle ""бтр"", 461 дет. cwl8006"	НЕ Сигареты ROTHMANS
383	утро 311/03 582 (винил пенза) 0,53*10м обои (9) рул.	НЕ Сигареты ROTHMANS
384	клей эдп 140/150гр. дзерж.кп6542/2734 (шт.)	НЕ Сигареты ROTHMANS
385	пазлы репка 60эл	НЕ Сигареты ROTHMANS
386	50064 булочка сдобная дружная семейка 280гр	НЕ Сигареты ROTHMANS
387	пиво охота крепкое 8.1% 0,4	НЕ Сигареты ROTHMANS
388	ведро д/мусора 10л с педалью сер	НЕ Сигареты ROTHMANS
389	"крупа рисовая шлифованная тм ""крымчанка"" 900гр."	НЕ Сигареты ROTHMANS
390	286422282, fomas, шапка	НЕ Сигареты ROTHMANS
391	1) лак д/волос антураж 250мл ультрафиксация	НЕ Сигареты ROTHMANS
392	doogee x60l	НЕ Сигареты ROTHMANS
393	скоба такелажная а4  5мм	НЕ Сигареты ROTHMANS
394	"напиток безалкогольный газир.""ириска"" 0,5л"	НЕ Сигареты ROTHMANS
395	р.тунец натур. 250г барс	НЕ Сигареты ROTHMANS
396	"пиво ""крюгер дункель"" (""kruger dunkel"") темн 0,5л"	НЕ Сигареты ROTHMANS
397	арт. 88 сигареты кент silver	НЕ Сигареты ROTHMANS
398	"водка ""граф ледофф"" россия 40% 0,25л"	НЕ Сигареты ROTHMANS
399	01261300 носки жен.14с1300 (т.серы;23)	НЕ Сигареты ROTHMANS
400	торт подарочный 0,7кг кулинария	НЕ Сигареты ROTHMANS
401	бордюр обойный (кант) 4 см	НЕ Сигареты ROTHMANS
402	батарейка энерджайзер alkaline power shp16 ааа 16шт	НЕ Сигареты ROTHMANS
403	philip morris compact blue 15x 83.33	НЕ Сигареты ROTHMANS
404	ремень поликлиновой 3pk763(шт)	НЕ Сигареты ROTHMANS
405	пиво светлое жигулевское бочковое 1,5 л  5%	НЕ Сигареты ROTHMANS
406	"део спрей ""аkс"" муж 150мл"	НЕ Сигареты ROTHMANS
407	ролл хот эби унаги	НЕ Сигареты ROTHMANS
408	бак-сет форте капс.	НЕ Сигареты ROTHMANS
409	булочка круглая в асс. 65гр.	НЕ Сигареты ROTHMANS
410	"пиво светлое(пастеризованное)""кедрwood светлое""(кедрвуд светлое)пэт  1,35л хабаровск"	НЕ Сигареты ROTHMANS
411	уксус столовый 9% 0,9л.  /башкортостан/	НЕ Сигареты ROTHMANS
412	донтабак  компакт с капсулой мрц 85	НЕ Сигареты ROTHMANS
413	бруто кальмар  перец	НЕ Сигареты ROTHMANS
414	чл шампунь 400мл. фитобаня д/всех типов волос	НЕ Сигареты ROTHMANS
415	паштет 240г из говяжьей печени мс №4 шт	НЕ Сигареты ROTHMANS
416	винстон kомпакт плюс блу ( )	НЕ Сигареты ROTHMANS
417	"вафли сливочные ""яшкино""300г"	НЕ Сигареты ROTHMANS
418	"сигареты ""rothmans"" demi (блок) 95-00"	Сигареты ROTHMANS DEMI CLICK (кнопка / капсула) Plus Blue (amber, мандарин, оранж, апельсин)
419	молоко ультрапаст.просто 3,2% 1л экомол королев	НЕ Сигареты ROTHMANS
420	аренда/13.08.2018 11:56:24/5b7147b722abd81b007d9371	НЕ Сигареты ROTHMANS
421	сиг. ротманс деми пач россия [2	Сигареты ROYALS BY ROTHMANS
422	носки жен хох 23р черные короткие арт g-1301	НЕ Сигареты ROTHMANS
423	379634083, banat, пинцет цветной скошенный	НЕ Сигареты ROTHMANS
424	рсв86189-kухонная вытяжка elikor интегра-50 фра-т(белый/нерж.)	НЕ Сигареты ROTHMANS
425	колер parade №240 золотой 250мл шт	НЕ Сигареты ROTHMANS
426	пельменисамолеп	НЕ Сигареты ROTHMANS
427	зуб.паста новый жемчуг фтор 50 мл	НЕ Сигареты ROTHMANS
428	пюре б/п шустрый повар 40г	НЕ Сигареты ROTHMANS
429	лв блеск д/губ лип глосс 53 10мл	НЕ Сигареты ROTHMANS
430	шампунь чистотел от блох д/собак 180мл	НЕ Сигареты ROTHMANS
431	герметик силикон бесцв. макрофлекс нх 108 290мл	НЕ Сигареты ROTHMANS
432	батончик биоиновации мой лайк 25гр в асс	НЕ Сигареты ROTHMANS
433	парковка 08.08.18 14:32-15:06	НЕ Сигареты ROTHMANS
434	сигареты ява золотая класс.100 шт	НЕ Сигареты ROTHMANS
435	приправа для плова 15гр.	НЕ Сигареты ROTHMANS
436	торт монблан 0,346 кг.	НЕ Сигареты ROTHMANS
437	сигареты бонд синий компакт премиум 100,00	НЕ Сигареты ROTHMANS
438	нк мыло 140гр банное	НЕ Сигареты ROTHMANS
439	"настойка сладкая ""золотой фазан"" 0,5 л. 25%"	НЕ Сигареты ROTHMANS
440	336353504, let,s, кроссовки женские.	НЕ Сигареты ROTHMANS
441	набор наволочек 2шт, вишневый, 60х60 helgi home	НЕ Сигареты ROTHMANS
442	"торт ""императорский"" кг"	НЕ Сигареты ROTHMANS
443	эспумизан капс. 40     0.51 шт	НЕ Сигареты ROTHMANS
444	вино столовое kасадэро белое п/сл 0,75л 11%	НЕ Сигареты ROTHMANS
445	чипсы русская картошка 150 г колбаски	НЕ Сигареты ROTHMANS
446	"сигареты ""rothmans demi 100"""	Сигареты ROTHMANS DEMI
447	артколор dermal spa маска целебная грязь мертвого моря 30мл	НЕ Сигареты ROTHMANS
448	хлеб луковый 260 гр	НЕ Сигареты ROTHMANS
449	кофе кафе крема зерно 250 гр	НЕ Сигареты ROTHMANS
450	ципромед гл. капли 0,3% 5 мл	НЕ Сигареты ROTHMANS
451	аренда/02.08.2018 19:13:32/5b632dacb4220f1100e09e6e	НЕ Сигареты ROTHMANS
452	386367111, knittex, гольфы ewa, 4 пары	НЕ Сигареты ROTHMANS
453	350691599, greytex, костюм яблоко	НЕ Сигареты ROTHMANS
454	крекер забавные животные /мпк крекер/	НЕ Сигареты ROTHMANS
455	b76064/24 кроссовки дет. спорт. 583349	НЕ Сигареты ROTHMANS
456	российский ошмяны сыр 1кг 1/8	НЕ Сигареты ROTHMANS
457	масло крестьянское 72,5% 200гр пергамент нальчик	НЕ Сигареты ROTHMANS
458	кофе арабика мкп крист.раст. ст/б 95г	НЕ Сигареты ROTHMANS
459	сиг marlboro gold	НЕ Сигареты ROTHMANS
460	морковь по-кор.250г	НЕ Сигареты ROTHMANS
